election_year,state,constituency,seat_category,name,party,party_group,criminal_cases,education,age,assets,liabilities,net_worth,is_winner,is_bye_election
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,MANORANJAN BHAKTA,INC,INC,0,Post Graduate,65,,,,True,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,A K BISWAS,BSP,BSP,0,Graduate,61,7876500,65000,7811500,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,ASIT BARAN DUTTA,IND,Independent,0,Graduate,50,3070000,0,3070000,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,BISHNU PADA RAY,BJP,BJP,0,Graduate,54,,,,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,DEEPAK BISWAS,IND,Independent,0,Not Given,28,3000,0,3000,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,DR SHANMUGAM,LJNSP,Other parties,0,Doctorate,66,6166416,67070,6099346,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,GOUR CHANDRA MAJUMDER,IND,Independent,0,Graduate,37,,,,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,K KALIMUTHU,IND,Independent,1,8Th Pass,51,472440,73878,398562,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,K PERUMAL,SWD,Other parties,0,Literate,65,7752141,0,7752141,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,N K P NAIR,CPI(ML)(L),Other parties,0,Literate,49,772588,188000,584588,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,R S UMA BHARATHY,NCP,NCP,1,Not Given,40,59977,35000,24977,False,False
2004,Andaman & Nicobar Islands,Andaman & Nicobar Islands,GEN,TAPAN KUMAR BEPARI,CPM,CPM,0,Post Graduate,46,,,,False,False
2004,Andhra Pradesh,Adilabad,GEN,MADHUSUDHAN REDDY THAKKALA,TRS,TRS,0,Graduate Professional,59,7550000,120000,7430000,True,False
2004,Andhra Pradesh,Adilabad,GEN,DR S VENUGOPALA CHARY,TDP,TDP,0,Others,42,11580000,1247053,10332947,False,False
2004,Andhra Pradesh,Adilabad,GEN,MOTHE BARIK RAO,PRBP,Other parties,0,Graduate,32,,,,False,False
2004,Andhra Pradesh,Adilabad,GEN,NAINALA GOVERDHAN,IND,Independent,0,Post Graduate,30,0,0,0,False,False
2004,Andhra Pradesh,Amalapuram,GEN,D. MURALIKRISHNA,BSP,BSP,0,Others,59,6763811,748000,6015811,False,False
2004,Andhra Pradesh,Amalapuram,GEN,DUNNA JANARDHANA RAO,TDP,TDP,0,Graduate,51,988000,60000,928000,False,False
2004,Andhra Pradesh,Amalapuram,GEN,MUNEESWARA RAO BHUPATI,IND,Independent,0,Others,59,,,,False,False
2004,Andhra Pradesh,Amalapuram,GEN,YALANGI RAMESH,IND,Independent,0,Not Given,40,340000,0,340000,False,False
2004,Andhra Pradesh,Anakapalli,GEN,CHALAPATHIRAO PAPPALA,TDP,TDP,0,Graduate,58,5396505,246000,5150505,True,False
2004,Andhra Pradesh,Anakapalli,GEN,NANDA GOPAL GANDHAM,INC,INC,0,Not Given,,0,0,0,False,False
2004,Andhra Pradesh,Anantapur,GEN,ANANTHA VENKATA RAMI REDDY,INC,INC,0,Post Graduate,47,3890000,437636,3452364,True,False
2004,Andhra Pradesh,Anantapur,GEN,A. JAGAN MOHAN RAO,TRS,TRS,0,Graduate,32,505000,0,505000,False,False
2004,Andhra Pradesh,Anantapur,GEN,B. S. AMARNATH,IND,Independent,0,Graduate,42,,,,False,False
2004,Andhra Pradesh,Anantapur,GEN,GADDALA NAGABHUSHANAM,BSP,BSP,0,Graduate,41,97000,9000,88000,False,False
2004,Andhra Pradesh,Anantapur,GEN,K. VENKATESULU,PPOI,Other parties,0,12Th Pass,44,54000,0,54000,False,False
2004,Andhra Pradesh,Anantapur,GEN,KALAVA SRINIVASULU,TDP,TDP,0,Post Graduate,39,,,,False,False
2004,Andhra Pradesh,Anantapur,GEN,YATHAM POTHALAIAH,IND,Independent,0,Not Given,32,120000,0,120000,False,False
2004,Andhra Pradesh,Bapatla,GEN,DAGGUBATI PURANDARESWARI,INC,INC,0,Others,44,40907640,5212201,35695439,True,False
2004,Andhra Pradesh,Bapatla,GEN,CHELLAMALLA VENKATA REDDY,TRS,TRS,0,Graduate,,70000,0,70000,False,False
2004,Andhra Pradesh,Bapatla,GEN,DAGGUBATI RAMANAIDU,TDP,TDP,0,Graduate,67,,,,False,False
2004,Andhra Pradesh,Bapatla,GEN,INAGANTI APPARAO,IND,Independent,0,Others,40,3298000,200000,3098000,False,False
2004,Andhra Pradesh,Bapatla,GEN,PRATHIPATI SRINIVASU,IND,Independent,0,Graduate,,0,0,0,False,False
2004,Andhra Pradesh,Bhadrachalam,GEN,MIDIYAM BABU RAO,CPM,CPM,0,Graduate Professional,52,,,,True,False
2004,Andhra Pradesh,Bhadrachalam,GEN,JANNI APPA RAO,BSP,BSP,0,12Th Pass,30,100000,0,100000,False,False
2004,Andhra Pradesh,Bhadrachalam,GEN,KETCHELA RANGA REDDI,IND,Independent,0,8Th Pass,50,770000,0,770000,False,False
2004,Andhra Pradesh,Bhadrachalam,GEN,SMT.KPRK PHANEESWARAMMA,TDP,TDP,0,Others,39,2941913,42000,2899913,False,False
2004,Andhra Pradesh,Bobbili,GEN,KONDAPALLI PYDITHALLI NAIDU,TDP,TDP,0,Not Given,73,,,,True,False
2004,Andhra Pradesh,Bobbili,GEN,G.VENKATESH,TRS,TRS,0,Graduate,47,38000,0,38000,False,False
2004,Andhra Pradesh,Bobbili,GEN,JHANSI BOTCHA,INC,INC,0,Post Graduate,40,25900500,0,25900500,False,False
2004,Andhra Pradesh,Bobbili,GEN,PEDDINTI JAGANMOHAN RAO,IND,Independent,0,Others,,5988503,97000,5891503,False,False
2004,Andhra Pradesh,Chittoor,GEN,D.K. AUDIKESAVULU,TDP,TDP,0,Not Given,63,,,,True,False
2004,Andhra Pradesh,Chittoor,GEN,A.MALLA RAO,TRS,TRS,0,Others,42,355000,0,355000,False,False
2004,Andhra Pradesh,Chittoor,GEN,D.A NAGARAJU,IND,Independent,0,Not Given,46,0,0,0,False,False
2004,Andhra Pradesh,Chittoor,GEN,DR. RAVURI VENKATA SWAMY,INC,INC,0,Graduate,54,11815429,228886,11586543,False,False
2004,Andhra Pradesh,Chittoor,GEN,S.SAHADEVA REDDY,IND,Independent,0,Post Graduate,31,210000,0,210000,False,False
2004,Andhra Pradesh,Chittoor,GEN,SHAIK JEELANI BASHA,IND,Independent,0,Not Given,54,,,,False,False
2004,Andhra Pradesh,Cuddapah,GEN,Y.S. VIVEKANANDA REDDY,INC,INC,0,Graduate,51,,,,True,False
2004,Andhra Pradesh,Cuddapah,GEN,B.NARAYANA REDDY,RPI,Other parties,0,Not Given,42,1507000,27000,1480000,False,False
2004,Andhra Pradesh,Cuddapah,GEN,C.BALAVARADA REDDY,IND,Independent,0,Others,39,130000,0,130000,False,False
2004,Andhra Pradesh,Cuddapah,GEN,C.GOPI NARASIMHA REDDY,IND,Independent,0,Graduate,28,,,,False,False
2004,Andhra Pradesh,Cuddapah,GEN,G.RAVINDRANATHA REDDY,JP,Other parties,0,8Th Pass,53,1811500,310000,1501500,False,False
2004,Andhra Pradesh,Cuddapah,GEN,INDI REDDY THIMMA REDDY,RJD,RJD,2,Not Given,38,1150000,180000,970000,False,False
2004,Andhra Pradesh,Cuddapah,GEN,KONDABOINA SREENIVASULU K,PPOI,Other parties,0,Not Given,35,,,,False,False
2004,Andhra Pradesh,Cuddapah,GEN,N BHASKARA REDDY,PP,Other parties,0,Not Given,,381000,20000,361000,False,False
2004,Andhra Pradesh,Cuddapah,GEN,O.SUBBA REDDY,AKHIL BHARATIYA JAN SANGH,Other parties,0,Others,54,408000,30000,378000,False,False
2004,Andhra Pradesh,Cuddapah,GEN,PUTHA RAMAPRASADA REDDY,AMBEDKAR NATIONAL CONGRESS,Other parties,0,8Th Pass,37,50000,0,50000,False,False
2004,Andhra Pradesh,Cuddapah,GEN,SIVANATHA REDDY CHADIPIRALLA,NTRTDP(LP),Other parties,3,10Th Pass,40,1710000,86755,1623245,False,False
2004,Andhra Pradesh,Cuddapah,GEN,T BHASKAR REDDY,IND,Independent,0,10Th Pass,49,,,,False,False
2004,Andhra Pradesh,Cuddapah,GEN,VENKATA MYSURA REDDY MULE,TDP,TDP,1,Others,55,1485000,0,1485000,False,False
2004,Andhra Pradesh,Cuddapah,GEN,VITTA SUBBA RAO,IND,Independent,0,Post Graduate,64,524324,111900,412424,False,False
2004,Andhra Pradesh,Eluru,GEN,KAVURU SAMBA SIVA RAO,INC,INC,0,Not Given,60,117898221,191621,117706600,True,False
2004,Andhra Pradesh,Eluru,GEN,B.N.V.SATYANARAYANA,TRS,TRS,0,Post Graduate,42,50000,1050000,-1000000,False,False
2004,Andhra Pradesh,Eluru,GEN,BOLLA BULLI RAMAIAH,TDP,TDP,0,Others,77,83368069,3470256,79897813,False,False
2004,Andhra Pradesh,Eluru,GEN,D.S.V.KRISHNAJI,BSP,BSP,0,Others,38,,,,False,False
2004,Andhra Pradesh,Eluru,GEN,KODURI SRIRAMULU,IND,Independent,0,10Th Pass,45,3146414,142243,3004171,False,False
2004,Andhra Pradesh,Eluru,GEN,S.V.B.REDDY,IND,Independent,0,Others,57,,,,False,False
2004,Andhra Pradesh,Eluru,GEN,S.V.SUBBARAO,IND,Independent,0,Graduate,44,42927,0,42927,False,False
2004,Andhra Pradesh,Guntur,GEN,RAYAPATI SAMBASIVA RAO,INC,INC,0,Not Given,61,,,,True,False
2004,Andhra Pradesh,Guntur,GEN,JUPALLI HANUMANTHA RAO GOUD,BSP,BSP,0,10Th Pass,39,1250000,0,1250000,False,False
2004,Andhra Pradesh,Guntur,GEN,MUVVA VENKAT RAO,IND,Independent,0,Post Graduate,72,5890000,0,5890000,False,False
2004,Andhra Pradesh,Guntur,GEN,VENKATESWARLU GUNDI,TRS,TRS,0,Others,38,805000,0,805000,False,False
2004,Andhra Pradesh,Guntur,GEN,Y. V. RAO,TDP,TDP,0,Graduate,71,27826692,3977714,23848978,False,False
2004,Andhra Pradesh,Hanamkonda,GEN,B.VINOD KUMAR,TRS,TRS,0,Graduate,45,10011716,0,10011716,True,False
2004,Andhra Pradesh,Hanamkonda,GEN,CHADA SURESH REDDY,TDP,TDP,0,Graduate,45,23665000,120000,23545000,False,False
2004,Andhra Pradesh,Hanamkonda,GEN,DR.DHARMAPUR SAMPATH RAJARAM YADAV,IND,Independent,0,Others,52,,,,False,False
2004,Andhra Pradesh,Hindupur,GEN,NIZAMODDIN,INC,INC,0,Graduate,50,,,,True,False
2004,Andhra Pradesh,Hindupur,GEN,B. SURENDER KUMAR,TRS,TRS,0,Graduate,31,70000,0,70000,False,False
2004,Andhra Pradesh,Hindupur,GEN,B.K.PARDHASARATHI,TDP,TDP,0,Graduate,45,4306482,2196288,2110194,False,False
2004,Andhra Pradesh,Hindupur,GEN,SMT DESAI REDDY PRABHAVATHI,IND,Independent,0,Not Given,44,570000,0,570000,False,False
2004,Andhra Pradesh,Hyderabad,GEN,ASADUDDIN OWAISI,AIMIM,Other parties,3,Graduate Professional,37,3902342,0,3902342,True,False
2004,Andhra Pradesh,Hyderabad,GEN,BHAGWAN DAS,IND,Independent,0,Others,45,102000,0,102000,False,False
2004,Andhra Pradesh,Hyderabad,GEN,G.SUBASH CHANDERJI,BJP,BJP,0,Others,51,,,,False,False
2004,Andhra Pradesh,Hyderabad,GEN,KONDA LAKSHMA REDDY,INC,INC,0,Graduate,56,1025000,0,1025000,False,False
2004,Andhra Pradesh,Hyderabad,GEN,MAJEEDULLAH KHAN @ FARHAT KHAN,MBT,Other parties,0,12Th Pass,36,700000,0,700000,False,False
2004,Andhra Pradesh,Hyderabad,GEN,MOHSIN-BIN-HUSSAIN AL-KASARI,IND,Independent,0,Others,28,,,,False,False
2004,Andhra Pradesh,Hyderabad,GEN,SALAHUDDIN AHMED S.K.,IND,Independent,0,Not Given,50,946744,0,946744,False,False
2004,Andhra Pradesh,Hyderabad,GEN,SMT.G.SHOBHA RANI,BSP,BSP,0,Others,41,3900,250000,-246100,False,False
2004,Andhra Pradesh,Hyderabad,GEN,SYED GAFFAR,IND,Independent,0,Not Given,40,0,0,0,False,False
2004,Andhra Pradesh,Kakinada,GEN,MUDRAGADA PADMANABHAM,TDP,TDP,0,Not Given,,0,0,0,False,False
2004,Andhra Pradesh,Kakinada,GEN,NAINALASETTI MURTHY,CPI(ML)(L),Other parties,0,Not Given,51,900000,562000,338000,False,False
2004,Andhra Pradesh,Karimnagar,GEN,K. CHANDRA SHAKHER RAO,TRS,TRS,0,Graduate,51,8598858,2559507,6039351,True,False
2004,Andhra Pradesh,Karimnagar,GEN,CHENNAMANENI VIDYASAGAR RAO,BJP,BJP,0,Graduate Professional,61,5196600,0,5196600,False,False
2004,Andhra Pradesh,Karimnagar,GEN,KOTHAPALLI SANDRI MENAYYA,BSP,BSP,0,Graduate,69,,,,False,False
2004,Andhra Pradesh,Karimnagar,GEN,MAMIDIPALLI GANGARAJAM,IND,Independent,0,12Th Pass,50,72000,0,72000,False,False
2004,Andhra Pradesh,Khammam,GEN,RENUKA CHOWDHURY,INC,INC,1,Post Graduate,49,,,,True,False
2004,Andhra Pradesh,Khammam,GEN,ARUNA CHANDRA,IND,Independent,0,Not Given,44,200000,0,200000,False,False
2004,Andhra Pradesh,Khammam,GEN,BANOTH SOMLA NAIK,IND,Independent,0,Others,58,4460000,306157,4153843,False,False
2004,Andhra Pradesh,Khammam,GEN,BURRA VENKANNA,IND,Independent,0,5Th Pass,39,,,,False,False
2004,Andhra Pradesh,Khammam,GEN,NALAJALA SAROJA,PPOI,Other parties,0,Not Given,46,2685000,0,2685000,False,False
2004,Andhra Pradesh,Khammam,GEN,NAMA NAGESWARA RAO,TDP,TDP,0,12Th Pass,45,3683000,0,3683000,False,False
2004,Andhra Pradesh,Khammam,GEN,NAMA NAIK ISLAVATH,IND,Independent,0,Others,43,,,,False,False
2004,Andhra Pradesh,Khammam,GEN,PADIGA YERRAIAH,IND,Independent,0,10Th Pass,60,238000,0,238000,False,False
2004,Andhra Pradesh,Khammam,GEN,PITTALA VENKATA NARASAIAH MUDIRA,MRS,Other parties,0,10Th Pass,49,635000,50000,585000,False,False
2004,Andhra Pradesh,Kurnool,GEN,KOTLA JAYASURYA PRAKASHA REDDY,INC,INC,0,Graduate,52,,,,True,False
2004,Andhra Pradesh,Kurnool,GEN,DR. PARAMESHWAR REDDY,PPOI,Other parties,0,Graduate Professional,36,78000,0,78000,False,False
2004,Andhra Pradesh,Kurnool,GEN,GIRI NIVARTHI RAO YADAV,IND,Independent,0,Post Graduate,52,4842200,0,4842200,False,False
2004,Andhra Pradesh,Kurnool,GEN,JAMES,IND,Independent,0,12Th Pass,39,,,,False,False
2004,Andhra Pradesh,Kurnool,GEN,K. V. KRISHNA KUMAR,IND,Independent,1,Graduate,26,50000,0,50000,False,False
2004,Andhra Pradesh,Kurnool,GEN,KAMBALAPADU EDIGA KRISHNAMURTHI,TDP,TDP,0,Not Given,65,32496805,18682834,13813971,False,False
2004,Andhra Pradesh,Kurnool,GEN,R. V. MOHANA REDDY,JP,Other parties,0,Graduate,42,235000,0,235000,False,False
2004,Andhra Pradesh,Kurnool,GEN,REDDIPOGU DAVID,BSP,BSP,0,Not Given,47,537500,720000,-182500,False,False
2004,Andhra Pradesh,Kurnool,GEN,V. RAVINDER RAO,TRS,TRS,0,Not Given,35,0,0,0,False,False
2004,Andhra Pradesh,Machilipatnam,GEN,BADIGA RAMAKRISHNA,INC,INC,0,12Th Pass,61,138545000,11559000,126986000,True,False
2004,Andhra Pradesh,Machilipatnam,GEN,ADAPALA SIVANNARAYANA,PPOI,Other parties,0,Others,32,298906,0,298906,False,False
2004,Andhra Pradesh,Machilipatnam,GEN,AMBATI BRAHMANAIAH,TDP,TDP,0,Post Graduate,64,1546471,168301,1378170,False,False
2004,Andhra Pradesh,Machilipatnam,GEN,B.S.RAO,TRS,TRS,0,Others,42,,,,False,False
2004,Andhra Pradesh,Machilipatnam,GEN,DODDA KAMESWARA RAO,IND,Independent,0,10Th Pass,49,1500000,0,1500000,False,False
2004,Andhra Pradesh,Machilipatnam,GEN,YENDURI SUBRAHMANYESWARA RAO (MANI),IND,Independent,0,Others,46,,,,False,False
2004,Andhra Pradesh,Mahabubnagar,GEN,D. VITTAL RAO,INC,INC,0,Graduate,53,65075830,3000000,62075830,True,False
2004,Andhra Pradesh,Mahabubnagar,GEN,G. RAMCHANDRAIAH YADAV,BSP,BSP,0,Others,47,182,0,182,False,False
2004,Andhra Pradesh,Mahabubnagar,GEN,MOHD. MAZHER HUSSAIN,MUSLIM LEAGUE KERALA STATE COMMITTEE,Other parties,0,Not Given,52,,,,False,False
2004,Andhra Pradesh,Mahabubnagar,GEN,SMT. GUNDALA VIJAYA LAKSHMI,PPOI,Other parties,0,12Th Pass,56,50000,0,50000,False,False
2004,Andhra Pradesh,Mahabubnagar,GEN,YELKOTI YELLA REDDY,TDP,TDP,0,12Th Pass,64,1904000,189910,1714090,False,False
2004,Andhra Pradesh,Medak,GEN,A. NARENDRA,TRS,TRS,0,Graduate,49,2020000,500000,1520000,True,False
2004,Andhra Pradesh,Medak,GEN,K. LAXMAIAH YADAV,IND,Independent,0,Graduate,45,180000,0,180000,False,False
2004,Andhra Pradesh,Medak,GEN,MD. ULFATHALI,IND,Independent,0,Not Given,62,,,,False,False
2004,Andhra Pradesh,Medak,GEN,NALLA SURYAPRAKASH,BSP,BSP,0,Graduate,43,10000,0,10000,False,False
2004,Andhra Pradesh,Medak,GEN,P RAMACHANDRA REDDY,BJP,BJP,0,Post Graduate,73,6454939,640392,5814547,False,False
2004,Andhra Pradesh,Medak,GEN,P. JEEVULA NAIK,IND,Independent,0,5Th Pass,57,,,,False,False
2004,Andhra Pradesh,Miryalguda,GEN,JAIPAL REDDY SUDINI,INC,INC,0,Post Graduate,62,12264007,1546865,10717142,True,False
2004,Andhra Pradesh,Miryalguda,GEN,MARRY NEHEMIAH,IND,Independent,0,Graduate,50,80000,0,80000,False,False
2004,Andhra Pradesh,Miryalguda,GEN,VANGALA SWAMY GOUD,TDP,TDP,0,Not Given,52,,,,False,False
2004,Andhra Pradesh,Miryalguda,GEN,VARIKUPPALA VENKANNA,MCPI(S),Other parties,0,10Th Pass,33,0,0,0,False,False
2004,Andhra Pradesh,Miryalguda,GEN,YANALA NARSI REDDY,IND,Independent,0,12Th Pass,37,62000,0,62000,False,False
2004,Andhra Pradesh,Nagarkurnool,GEN,DR.MANDA JAGANNATH,TDP,TDP,0,Post Graduate,52,6545314,2339000,4206314,True,False
2004,Andhra Pradesh,Nagarkurnool,GEN,DR. G.RAGHAVULU,IND,Independent,0,Others,47,135000,170000,-35000,False,False
2004,Andhra Pradesh,Nagarkurnool,GEN,K.S.RATNAM,IND,Independent,0,Not Given,46,,,,False,False
2004,Andhra Pradesh,Nagarkurnool,GEN,P. LALAIAH,BSP,BSP,0,Graduate,60,50000,0,50000,False,False
2004,Andhra Pradesh,Nagarkurnool,GEN,P.BHAGAVANTHU,IND,Independent,0,Not Given,28,0,0,0,False,False
2004,Andhra Pradesh,Nalgonda,GEN,SURAVARAM SUDHAKAR REDDY,CPI,CPI,1,Graduate Professional,62,,,,True,False
2004,Andhra Pradesh,Nalgonda,GEN,A.NAGESWARA RAO,PPOI,Other parties,0,Graduate,54,645000,0,645000,False,False
2004,Andhra Pradesh,Nalgonda,GEN,GUMMI BAKKA REDDY,IND,Independent,0,Not Given,60,125000,0,125000,False,False
2004,Andhra Pradesh,Nalgonda,GEN,GYARA PRATHAP,IND,Independent,0,10Th Pass,41,,,,False,False
2004,Andhra Pradesh,Nalgonda,GEN,NALLU INDRASENA REDDY,BJP,BJP,0,Post Graduate,53,16242000,0,16242000,False,False
2004,Andhra Pradesh,Nalgonda,GEN,PUDARI NARSIMHA,BSP,BSP,0,Graduate,34,0,125000,-125000,False,False
2004,Andhra Pradesh,Nalgonda,GEN,VATTIPALLY SRINIVAS GOUD,TRS,TRS,0,Graduate,40,4190972,0,4190972,False,False
2004,Andhra Pradesh,Nandyal,GEN,S. P. Y. REDDY,INC,INC,0,Graduate Professional,54,64646900,13374000,51272900,True,False
2004,Andhra Pradesh,Nandyal,GEN,A. C V. SUBBAIAH,BSP,BSP,0,Graduate,40,100000,0,100000,False,False
2004,Andhra Pradesh,Nandyal,GEN,BHUMA SHOBHA NAGI REDDY,TDP,TDP,0,12Th Pass,34,34003688,4819821,29183867,False,False
2004,Andhra Pradesh,Nandyal,GEN,BUDDA REDDY SRINIVASA REDDY,IND,Independent,0,Not Given,33,,,,False,False
2004,Andhra Pradesh,Nandyal,GEN,INJETI KRISHNA REDDY,IND,Independent,2,Not Given,40,3050000,30000,3020000,False,False
2004,Andhra Pradesh,Nandyal,GEN,LAKU OBULESU,IND,Independent,0,Not Given,42,227000,200000,27000,False,False
2004,Andhra Pradesh,Nandyal,GEN,MALA GUNAM PALLE GOKARI,IND,Independent,0,Not Given,49,,,,False,False
2004,Andhra Pradesh,Nandyal,GEN,RAMAKRISHNA REDDY. S,IND,Independent,0,Not Given,40,1480000,201500,1278500,False,False
2004,Andhra Pradesh,Narasapur,GEN,ALLURI YUGANDHARA RAJU,PPOI,Other parties,0,Post Graduate,39,451000,0,451000,False,False
2004,Andhra Pradesh,Narasapur,GEN,UPPALAPATI VENKATAKRISHNAM RAJU,BJP,BJP,0,Graduate,64,0,450000,-450000,False,False
2004,Andhra Pradesh,Narasaraopet,GEN,MEKAPATI RAJAMOHAN REDDY,INC,INC,0,Graduate Professional,59,,,,True,False
2004,Andhra Pradesh,Narasaraopet,GEN,GONTU VENKATESWARA REDDY,IND,Independent,0,Graduate,59,1075000,0,1075000,False,False
2004,Andhra Pradesh,Narasaraopet,GEN,MADDI LAKSHMAIAH,TDP,TDP,0,Others,74,169062689,157955,168904734,False,False
2004,Andhra Pradesh,Narasaraopet,GEN,PULIMAMIDI NARSIMHA REDDY,TRS,TRS,0,Graduate,40,45000,0,45000,False,False
2004,Andhra Pradesh,Narasaraopet,GEN,PULIMI VENKATARAMI REDDY,IND,Independent,0,5Th Pass,42,80400,20000,60400,False,False
2004,Andhra Pradesh,Nellore,GEN,PANABAKA LAKSHMI,INC,INC,0,Post Graduate,46,5395726,0,5395726,True,False
2004,Andhra Pradesh,Nellore,GEN,BALAKONDAIAH KARUPOTALA,BJP,BJP,0,Graduate,65,461481,0,461481,False,False
2004,Andhra Pradesh,Nellore,GEN,DAVA PENCHALA RAO,IND,Independent,0,Others,,100000,24500,75500,False,False
2004,Andhra Pradesh,Nellore,GEN,MADDELA BRAHMANAIDU,IND,Independent,0,Not Given,32,,,,False,False
2004,Andhra Pradesh,Nellore,GEN,MALAKONDAIAH.Y,SP,SP,0,Post Graduate,62,62000,0,62000,False,False
2004,Andhra Pradesh,Nellore,GEN,MANGALAPURI VENKATESWARLU,BRPP,Other parties,0,Graduate,54,67500,39646,27854,False,False
2004,Andhra Pradesh,Nellore,GEN,MARLAPATI VEMAIAH,BSP,BSP,0,Graduate,37,,,,False,False
2004,Andhra Pradesh,Nellore,GEN,OURUVURU KRISHNAIAH,IND,Independent,0,10Th Pass,40,0,0,0,False,False
2004,Andhra Pradesh,Nizamabad,GEN,MADHU GOUD YASKHI,INC,INC,0,Post Graduate,45,142718537,32560000,110158537,True,False
2004,Andhra Pradesh,Nizamabad,GEN,BAISA RAMADASU,IND,Independent,0,12Th Pass,48,11100,0,11100,False,False
2004,Andhra Pradesh,Nizamabad,GEN,SYED YOUSUF ALI,TDP,TDP,0,Not Given,49,,,,False,False
2004,Andhra Pradesh,Nizamabad,GEN,YEDLA RAMU,BSP,BSP,0,Post Graduate,48,5000,0,5000,False,False
2004,Andhra Pradesh,Ongole,GEN,SREENIVASULU REDDY MAGUNTA,INC,INC,2,Graduate,49,141768943,0,141768943,True,False
2004,Andhra Pradesh,Ongole,GEN,ALLA RAMA CHANDRA REDDY,IND,Independent,0,5Th Pass,57,900000,25000,875000,False,False
2004,Andhra Pradesh,Ongole,GEN,BATHULA VIJAYA BHARATHI,TDP,TDP,0,Not Given,,0,0,0,False,False
2004,Andhra Pradesh,Ongole,GEN,BOYALLA RANGANAYAKULU,IND,Independent,0,Not Given,,,,,False,False
2004,Andhra Pradesh,Ongole,GEN,GUDIPUDI NARASIMHA RAO,IND,Independent,0,Not Given,,20000,300000,-280000,False,False
2004,Andhra Pradesh,Ongole,GEN,NALAMALAPU LAKSHMI NARASA REDDY,IND,Independent,0,Not Given,35,181000,0,181000,False,False
2004,Andhra Pradesh,Ongole,GEN,RAMA RAO DAGGUPATI,IND,Independent,0,Not Given,59,,,,False,False
2004,Andhra Pradesh,Ongole,GEN,SATISH KUMAR,IND,Independent,0,Post Graduate,58,40000,0,40000,False,False
2004,Andhra Pradesh,Parvathipuram,GEN,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,INC,INC,0,Post Graduate,57,,,,True,False
2004,Andhra Pradesh,Parvathipuram,GEN,ARIKA GUMPASWAMY,IND,Independent,0,Not Given,55,442000,0,442000,False,False
2004,Andhra Pradesh,Parvathipuram,GEN,DADICHILUKA VEERA GOURI SANKARA RAO,TDP,TDP,0,Doctorate,35,921000,0,921000,False,False
2004,Andhra Pradesh,Parvathipuram,GEN,UOOYAKA MUTYALU,IND,Independent,0,8Th Pass,32,20000,0,20000,False,False
2004,Andhra Pradesh,Peddapalli,GEN,G. VENKAT SWAMY,INC,INC,0,10Th Pass,76,19464700,0,19464700,True,False
2004,Andhra Pradesh,Peddapalli,GEN,DR.MT. C. SUGUNA,TDP,TDP,0,Post Graduate,48,50279356,0,50279356,False,False
2004,Andhra Pradesh,Peddapalli,GEN,KAMILLA JAYA RAO,IND,Independent,1,12Th Pass,38,,,,False,False
2004,Andhra Pradesh,Peddapalli,GEN,MADDELA ODELU,IND,Independent,0,Not Given,27,478000,60000,418000,False,False
2004,Andhra Pradesh,Rajahmundry,GEN,ARUNA KUMAR VUNDAVALLI,INC,INC,2,Graduate Professional,50,23431318,881017,22550301,True,False
2004,Andhra Pradesh,Rajahmundry,GEN,DUGGIREDDY DHARMA REDDY,IND,Independent,0,Not Given,,59500,0,59500,False,False
2004,Andhra Pradesh,Rajahmundry,GEN,KANTIPUDI SARVARAYUDU,BJP,BJP,0,Graduate,53,,,,False,False
2004,Andhra Pradesh,Rajahmundry,GEN,S.B.P.B.K.SATYANARAYANA RAO,IND,Independent,0,Graduate,82,89712000,0,89712000,False,False
2004,Andhra Pradesh,Rajampet,GEN,ANNAYYAGARI SAI PRATHAP,INC,INC,0,12Th Pass,59,9709190,1160909,8548281,True,False
2004,Andhra Pradesh,Rajampet,GEN,ASHOKA RAO PEECHARA,TRS,TRS,0,12Th Pass,47,488000,0,488000,False,False
2004,Andhra Pradesh,Rajampet,GEN,GUNIPATI RAMAIAH,TDP,TDP,0,10Th Pass,42,,,,False,False
2004,Andhra Pradesh,Rajampet,GEN,HAJI MD. AZAM SHAIK,IND,Independent,0,10Th Pass,76,30000,37000,-7000,False,False
2004,Andhra Pradesh,Rajampet,GEN,MUKKA NARASIMHA REDDY,JP,Other parties,0,5Th Pass,43,4242000,0,4242000,False,False
2004,Andhra Pradesh,Secunderabad,GEN,M. ANJAN KUMAR YADAV,INC,INC,0,12Th Pass,39,4250700,810500,3440200,True,False
2004,Andhra Pradesh,Secunderabad,GEN,ABDUS SATTAR MUJAHED,MUSLIM LEAGUE KERALA STATE COMMITTEE,Other parties,0,Not Given,37,80000,0,80000,False,False
