election_year,state,constituency,seat_category,name,party,party_group,criminal_cases,education,age,assets,liabilities,net_worth,is_winner,is_bye_election
2004,Manipur,Outer Manipur,GEN,D. LOLI ADANEE,BJP,BJP,0,Graduate,51,5504735,0,5504735,False,False
2004,Manipur,Outer Manipur,GEN,HOLKHOMANG HAOKIP,NCP,NCP,0,Post Graduate,67,2030000,0,2030000,False,False
2004,Manipur,Outer Manipur,GEN,ROSANGZUALA,JD(U),JD(U),0,Graduate,43,545036,0,545036,False,False
2004,Meghalaya,Shillong,GEN,PATY RIPPLE KYNDIAH,INC,INC,0,Graduate,75,4078978,0,4078978,True,False
2004,Meghalaya,Shillong,GEN,S. LONIAK MARBANIANG,IND,Independent,0,Doctorate,57,3775839,0,3775839,False,False
2004,Meghalaya,Tura,GEN,PURANO AGITOK SANGMA,AITC,AITC,0,Post Graduate,56,35032125,0,35032125,True,False
2004,Meghalaya,Tura,GEN,DR. MUKUL SANGMA,INC,INC,0,Graduate Professional,38,6844482,0,6844482,False,False
2004,Mizoram,Mizoram,GEN,VANLALZAWMA,MNF,Other parties,0,Post Graduate,48,,,,True,False
2004,Mizoram,Mizoram,GEN,DR. LALTLUANGLIANA KHIANGTE,IND,Independent,0,Doctorate,38,5604209,1130000,4474209,False,False
2004,Mizoram,Mizoram,GEN,TLANGDINGLIANA,EU,Other parties,0,Not Given,63,0,0,0,False,False
2004,Nagaland,Nagaland,GEN,W. WANGYUH,NPF,Other parties,0,Post Graduate,40,,,,True,False
2004,Nagaland,Nagaland,GEN,K. ASUNGBA SANGTAM,INC,INC,0,Graduate,58,14946062,0,14946062,False,False
2004,Nagaland,Nagaland,GEN,SHRI. AKHEI ACHUMI,JD(S),Other parties,0,Graduate,56,200000,0,200000,False,False
2004,Odisha,Aska,GEN,HARI HAR SWAIN,BJD,BJD,0,12Th Pass,69,12192000,1586478,10605522,True,False
2004,Odisha,Aska,GEN,DUTIKRISHNA PADHI,IND,Independent,0,10Th Pass,66,110000,0,110000,False,False
2004,Odisha,Aska,GEN,K. SHYAMBABU SUBUDHI,IND,Independent,0,10Th Pass,68,,,,False,False
2004,Odisha,Aska,GEN,RAMKRUSHANA PATNAIK,INC,INC,0,Post Graduate,62,5234000,204828,5029172,False,False
2004,Odisha,Balasore,GEN,MAHAMEGHA BAHAN AIRA KHARBELA SWAIN,BJP,BJP,0,Post Graduate,51,1010000,0,1010000,True,False
2004,Odisha,Balasore,GEN,Malayendra Kisor Chaudhuri,BMVP,Other parties,0,Doctorate,66,2523012,0,2523012,False,False
2004,Odisha,Balasore,GEN,Mrutyunjay Mohapatra,IND,Independent,0,Post Graduate,44,,,,False,False
2004,Odisha,Balasore,GEN,NALINI KUMAR JENA,BSP,BSP,0,Others,,15000,0,15000,False,False
2004,Odisha,Balasore,GEN,TRAILOKYA NATH DAS,RPI,Other parties,0,Not Given,60,590800,0,590800,False,False
2004,Odisha,Berhampur,GEN,CHANDRA SEKHAR SAHU,INC,INC,0,Graduate Professional,54,1419000,0,1419000,True,False
2004,Odisha,Berhampur,GEN,ANADI SAHU,BJP,BJP,0,Graduate,64,1525000,0,1525000,False,False
2004,Odisha,Berhampur,GEN,JAGANATH PATRO,IND,Independent,0,Not Given,40,,,,False,False
2004,Odisha,Berhampur,GEN,K . SHYAMBABU SUBUDHI,IND,Independent,0,10Th Pass,68,300000,0,300000,False,False
2004,Odisha,Bhadrak,GEN,MURALIDHAR JENA,INC,INC,0,Graduate,57,378000,241156,136844,False,False
2004,Odisha,Bhadrak,GEN,PRAFULLA KUMAR DAS,BSP,BSP,0,Post Graduate,46,1110,0,1110,False,False
2004,Odisha,Bhadrak,GEN,Purusottam Malik,IND,Independent,0,Literate,50,,,,False,False
2004,Odisha,Bhubaneswar,GEN,PRASANNA KUMAR PATASANI,BJD,BJD,0,Post Graduate,56,,,,True,False
2004,Odisha,Bhubaneswar,GEN,B. RAMACHANDRA,IND,Independent,0,Post Graduate,60,1610038,263,1609775,False,False
2004,Odisha,Bhubaneswar,GEN,BADRI NARAYAN ROUTRAY,BSP,BSP,0,Post Graduate,66,108000,2195,105805,False,False
2004,Odisha,Bhubaneswar,GEN,KULAMANI SAHOO,IND,Independent,0,8Th Pass,55,,,,False,False
2004,Odisha,Bhubaneswar,GEN,PRAMILA BEHERA,IND,Independent,0,Graduate,27,14000,0,14000,False,False
2004,Odisha,Bhubaneswar,GEN,PRAMOD SAMANTARA,RPI,Other parties,0,12Th Pass,47,0,0,0,False,False
2004,Odisha,Bhubaneswar,GEN,SANTOSH KUMAR MISHRA,ABHM,Other parties,0,12Th Pass,39,100000,0,100000,False,False
2004,Odisha,Bhubaneswar,GEN,SHANTI DAS,SP,SP,0,Post Graduate,62,1830000,0,1830000,False,False
2004,Odisha,Bhubaneswar,GEN,Sushant Kumar Choudhury,JD(U),JD(U),0,Post Graduate,34,1245000,0,1245000,False,False
2004,Odisha,Bolangir,GEN,SANGEETA KUMARI SINGH DEO,BJP,BJP,0,Graduate,42,,,,True,False
2004,Odisha,Bolangir,GEN,BALGOPAL MISHRA,IND,Independent,2,Post Graduate,63,10324142,3025000,7299142,False,False
2004,Odisha,Bolangir,GEN,DEBENDRA KUMAR BISWAL,BSP,BSP,0,Post Graduate,33,0,0,0,False,False
2004,Odisha,Bolangir,GEN,HENABATI BARIK,IND,Independent,0,Literate,37,,,,False,False
2004,Odisha,Bolangir,GEN,LALIT MOHAN GANDHI,IND,Independent,0,Literate,55,0,0,0,False,False
2004,Odisha,Bolangir,GEN,PARAMANAND CHHATAR,SP,SP,1,Graduate Professional,51,15040355,0,15040355,False,False
2004,Odisha,Bolangir,GEN,SARAT PATTANAYAK,INC,INC,0,Post Graduate,48,5911781,0,5911781,False,False
2004,Odisha,Cuttack,GEN,BHARTRUHARI MAHTAB,BJD,BJD,0,Post Graduate,47,17843407,169357,17674050,True,False
2004,Odisha,Cuttack,GEN,JAYANTI PATNAIK,INC,INC,0,Graduate,72,10472416,0,10472416,False,False
2004,Odisha,Deogarh,GEN,DHARMENDRA PRADHAN,BJP,BJP,0,Post Graduate,35,476756,306250,170506,True,False
2004,Odisha,Deogarh,GEN,Bunde Dhurua,IND,Independent,0,12Th Pass,64,434000,0,434000,False,False
2004,Odisha,Deogarh,GEN,Sriballav Panigrahi,INC,INC,0,Post Graduate,63,,,,False,False
2004,Odisha,Deogarh,GEN,Sudarsan Behera,BSP,BSP,0,8Th Pass,32,0,0,0,False,False
2004,Odisha,Deogarh,GEN,Tankadhar Barik,IND,Independent,0,10Th Pass,27,560000,0,560000,False,False
2004,Odisha,Dhenkanal,GEN,TATHAGATA SATAPATHY,BJD,BJD,5,Others,48,2775930,0,2775930,True,False
2004,Odisha,Dhenkanal,GEN,BHAJAMAN BEHERA,SP,SP,0,12Th Pass,61,2958500,1400850,1557650,False,False
2004,Odisha,Dhenkanal,GEN,DIBYA KISHORE DAS,IND,Independent,0,Others,34,151000,0,151000,False,False
2004,Odisha,Dhenkanal,GEN,KAMAKHYA PRASAD SINGHDEO,INC,INC,0,Graduate,63,,,,False,False
2004,Odisha,Jagatsinghpur,GEN,BRAHMANANDA PANDA,BJD,BJD,0,Post Graduate,54,5982315,53760,5928555,True,False
2004,Odisha,Jagatsinghpur,GEN,BIMALENDU SWAIN,IND,Independent,0,12Th Pass,31,0,0,0,False,False
2004,Odisha,Jagatsinghpur,GEN,GYANARANJAN DAS,SHS,SHS,0,Others,33,,,,False,False
2004,Odisha,Jagatsinghpur,GEN,PRADIP KUMAR MALLICK,BSP,BSP,0,Post Graduate,32,2000,0,2000,False,False
2004,Odisha,Jagatsinghpur,GEN,RANJIB BISWAL,INC,INC,2,Graduate,33,7391315,0,7391315,False,False
2004,Odisha,Jajpur,GEN,MOHAN JENA,BJD,BJD,0,Post Graduate,44,,,,True,False
2004,Odisha,Jajpur,GEN,AMIYA KANTA MALLIK,INC,INC,0,Graduate,45,4805000,9647,4795353,False,False
2004,Odisha,Jajpur,GEN,BIJAY KUMAR MALLIK,BMVP,Other parties,0,10Th Pass,26,260000,0,260000,False,False
2004,Odisha,Jajpur,GEN,RADHABALLAV MALLIK,IND,Independent,0,Graduate,30,0,0,0,False,False
2004,Odisha,Kalahandi,GEN,BIKRAM KESHARI DEO,BJP,BJP,0,Graduate,52,3237000,10823,3226177,True,False
2004,Odisha,Kalahandi,GEN,BHAKTA CHARAN DAS,INC,INC,1,Graduate Professional,45,3474860,1664692,1810168,False,False
2004,Odisha,Kalahandi,GEN,KUNJA BIHARI BAGARTTI,SP,SP,0,Graduate,66,,,,False,False
2004,Odisha,Kalahandi,GEN,Panchanan Dhangada Majhi,RPI,Other parties,0,10Th Pass,52,10000,0,10000,False,False
2004,Odisha,Kendrapara,GEN,ARCHANA NAYAK,BJD,BJD,0,Post Graduate,38,384400,32000,352400,True,False
2004,Odisha,Kendrapara,GEN,BIKRAM KESHARI ROUTRAY,IND,Independent,0,12Th Pass,33,0,0,0,False,False
2004,Odisha,Kendrapara,GEN,SRIKANT KUMAR JENA,INC,INC,0,Graduate,53,,,,False,False
2004,Odisha,Keonjhar,GEN,ANANTA NAYAK,BJP,BJP,0,12Th Pass,34,818420,69086,749334,True,False
2004,Odisha,Keonjhar,GEN,DEEPAK KUMAR SINGH,IND,Independent,0,12Th Pass,26,149000,0,149000,False,False
2004,Odisha,Keonjhar,GEN,DR. SUDARSAN LOHAR,IND,Independent,0,12Th Pass,54,,,,False,False
2004,Odisha,Keonjhar,GEN,MAHESWAR MAJHI,IND,Independent,0,Graduate,54,511500,0,511500,False,False
2004,Odisha,Keonjhar,GEN,NILAKANTHA NAYAK,INC,INC,0,Graduate,45,5380000,859972,4520028,False,False
2004,Odisha,Koraput,GEN,GIRIDHAR GAMANG,INC,INC,0,Graduate,61,459812,0,459812,True,False
2004,Odisha,Koraput,GEN,MEGHANADA SABAR,CPI(ML)(L),Other parties,0,12Th Pass,27,0,0,0,False,False
2004,Odisha,Koraput,GEN,PAPANNA MUTIKA,BJD,BJD,0,Post Graduate,60,,,,False,False
2004,Odisha,Koraput,GEN,TANKADHAR MAJHI,BSP,BSP,0,Not Given,27,150000,0,150000,False,False
2004,Odisha,Mayurbhanj,GEN,SUDAM MARNDI,JMM,JMM,4,12Th Pass,38,,,,True,False
2004,Odisha,Mayurbhanj,GEN,BHAGIRATHI MAJHI,BJP,BJP,0,Graduate,50,1358000,41719,1316281,False,False
2004,Odisha,Mayurbhanj,GEN,KANDA CHARAN NAIK,BSP,BSP,0,12Th Pass,49,440000,0,440000,False,False
2004,Odisha,Mayurbhanj,GEN,SUSHILA TIRIYA,INC,INC,0,Graduate,47,849964,0,849964,False,False
2004,Odisha,Nowrangpur,GEN,PARSURAM MAJHI,BJP,BJP,0,Graduate,43,,,,True,False
2004,Odisha,Nowrangpur,GEN,CHANDRA SEKHAR MAJHI,INC,INC,0,Post Graduate,37,817000,0,817000,False,False
2004,Odisha,Nowrangpur,GEN,CHANDRADHWAJA MAJHI,BSP,BSP,0,Graduate,44,52500,0,52500,False,False
2004,Odisha,Phulbani,GEN,SUGRIB SINGH,BJD,BJD,0,Graduate,40,,,,True,False
2004,Odisha,Phulbani,GEN,BIDYADHAR URMA,BSP,BSP,0,5Th Pass,63,0,0,0,False,False
2004,Odisha,Phulbani,GEN,BISHNU CHARAN BEHERA,IND,Independent,0,Not Given,35,10000,0,10000,False,False
2004,Odisha,Phulbani,GEN,Karunakar Haripala,RPI,Other parties,0,Literate,50,,,,False,False
2004,Odisha,Phulbani,GEN,NAKUL NAYAK,IND,Independent,4,Graduate,41,5169000,812473,4356527,False,False
2004,Odisha,Phulbani,GEN,RAMACHANDRA NAIK,IND,Independent,0,10Th Pass,68,270000,0,270000,False,False
2004,Odisha,Puri,GEN,BRAJA KISHORE TRIPATHY,BJD,BJD,0,Post Graduate,57,4197384,0,4197384,True,False
2004,Odisha,Puri,GEN,PINAKI MISRA,INC,INC,0,Graduate Professional,44,207245000,0,207245000,False,False
2004,Odisha,Sambalpur,GEN,PRASANNA ACHARYA,BJD,BJD,0,Graduate Professional,54,10184422,874591,9309831,True,False
2004,Odisha,Sambalpur,GEN,ASHOK MITTAL,BSP,BSP,0,10Th Pass,43,149360,0,149360,False,False
2004,Odisha,Sambalpur,GEN,SANJAY BHOI,INC,INC,0,Graduate,30,,,,False,False
2004,Odisha,Sundargarh,GEN,JUAL ORAM,BJP,BJP,3,10Th Pass,43,5746675,800000,4946675,True,False
2004,Odisha,Sundargarh,GEN,FRIDA TOPNO,INC,INC,0,Post Graduate,78,458520,0,458520,False,False
2004,Odisha,Sundargarh,GEN,GEORGE TIRKEY,IND,Independent,3,12Th Pass,45,7354556,0,7354556,False,False
2004,Odisha,Sundargarh,GEN,Harsa Chhatria,BSP,BSP,0,Graduate,43,,,,False,False
2004,Odisha,Sundargarh,GEN,RADHIKA EKKA,JHARKHAND PARTY,Other parties,0,Not Given,37,0,0,0,False,False
2004,Puducherry,Pondicherry,GEN,RAMADASS. M.,PMK,PMK,0,Doctorate,54,3217000,247304,2969696,True,False
2004,Punjab,Amritsar,GEN,NAVJOT SINGH SIDHU,BJP,BJP,1,Graduate,41,64211374,398529,63812845,True,False
2004,Punjab,Amritsar,GEN,BALDEV SINGH RATHOR,IND,Independent,0,Graduate,38,460000,0,460000,False,False
2004,Punjab,Amritsar,GEN,GEETA,BGTD,Other parties,0,Post Graduate,28,0,0,0,False,False
2004,Punjab,Amritsar,GEN,HARBANS LAL MAHAJAN,SP,SP,0,8Th Pass,59,,,,False,False
2004,Punjab,Amritsar,GEN,RAGHUNANDAN LAL BHATIA,INC,INC,0,Graduate,83,8237077,0,8237077,False,False
2004,Punjab,Amritsar,GEN,RAM SHARAN PAUL,BSP,BSP,0,Post Graduate,55,,,,False,False
2004,Punjab,Amritsar,GEN,RAMESH TALWAR,IND,Independent,1,Post Graduate,67,31715878,0,31715878,False,False
2004,Punjab,Amritsar,GEN,REHMAT MASIH,IND,Independent,0,Not Given,44,3679000,0,3679000,False,False
2004,Punjab,Amritsar,GEN,SAT PAL DOGRA,IND,Independent,0,Not Given,52,8523,0,8523,False,False
2004,Punjab,Amritsar,GEN,SURINDER KUMAR KHOSLA,IND,Independent,0,Not Given,36,55000,0,55000,False,False
2004,Punjab,Bhatinda,GEN,PARAMJIT KAUR GULSHAN,SAD,SAD,0,Post Graduate,56,6507661,0,6507661,True,False
2004,Punjab,Bhatinda,GEN,BHAGWANT SINGH SAMAON,CPI(ML)(L),Other parties,0,Others,28,0,15000,-15000,False,False
2004,Punjab,Bhatinda,GEN,GURNAM SINGH,BSP,BSP,0,Post Graduate,56,2171200,20000,2151200,False,False
2004,Punjab,Bhatinda,GEN,JASVIR SINGH,IND,Independent,0,Graduate,32,,,,False,False
2004,Punjab,Bhatinda,GEN,KAUSHALYA CHAMAN BHAURA,CPI,CPI,0,Graduate,55,2430766,431430,1999336,False,False
2004,Punjab,Bhatinda,GEN,SARABJEET SINGH,SAD(A)(SIMRANJIT SINGH MANN),Other parties,2,12Th Pass,25,,,,False,False
2004,Punjab,Faridkot,GEN,SUKHBIR SINGH BADAL,SAD,SAD,1,Post Graduate,42,,,,True,False
2004,Punjab,Faridkot,GEN,ASHOK KUMAR,JD(S),Other parties,0,Not Given,50,2695000,650000,2045000,False,False
2004,Punjab,Faridkot,GEN,GURLAL SINGH,SAD(A)(SIMRANJIT SINGH MANN),Other parties,0,12Th Pass,45,17473286,200000,17273286,False,False
2004,Punjab,Faridkot,GEN,HARMAIL SINGH,IND,Independent,0,10Th Pass,40,,,,False,False
2004,Punjab,Faridkot,GEN,KARAN KAUR BRAR,INC,INC,0,Graduate,52,22275000,0,22275000,False,False
2004,Punjab,Faridkot,GEN,NAVNEET KUMAR,SHS,SHS,0,12Th Pass,32,600000,98000,502000,False,False
2004,Punjab,Faridkot,GEN,NIRMAL SINGH,LJNSP,Other parties,0,10Th Pass,38,,,,False,False
2004,Punjab,Faridkot,GEN,SANT RAM,BSP,BSP,0,10Th Pass,43,40000,0,40000,False,False
2004,Punjab,Faridkot,GEN,SUKHBIR SINGH,IND,Independent,0,12Th Pass,30,55000,0,55000,False,False
2004,Punjab,Ferozepur,GEN,ZORA SINGH MAAN,SAD,SAD,1,10Th Pass,62,5561000,723000,4838000,True,False
2004,Punjab,Ferozepur,GEN,AJAY DANIEL ( TINKU ),IND,Independent,0,12Th Pass,33,0,0,0,False,False
2004,Punjab,Ferozepur,GEN,DHIAN SINGH MAND,SAD(A)(SIMRANJIT SINGH MANN),Other parties,0,Others,44,87000,35000,52000,False,False
2004,Punjab,Ferozepur,GEN,JAGMEET SINGH BRAR,INC,INC,0,Graduate,45,,,,False,False
2004,Punjab,Ferozepur,GEN,MAHINDERJIT SINGH,IND,Independent,0,10Th Pass,43,5541500,198190,5343310,False,False
2004,Punjab,Ferozepur,GEN,MOHAN SINGH FALIAN WALA,BSP,BSP,0,10Th Pass,43,5231087,0,5231087,False,False
2004,Punjab,Ferozepur,GEN,PARAMJIT SINGH DESAL,IND,Independent,0,Literate,45,,,,False,False
2004,Punjab,Gurdaspur,GEN,VINOD KHANNA,BJP,BJP,0,Graduate,58,81081889,1236000,79845889,True,False
2004,Punjab,Gurdaspur,GEN,BALKAR SINGH,IND,Independent,0,Post Graduate,49,8730000,0,8730000,False,False
2004,Punjab,Gurdaspur,GEN,BRIJ MOHAN JULKA,BSP,BSP,0,10Th Pass,61,11722902,0,11722902,False,False
2004,Punjab,Gurdaspur,GEN,SUKHBUNS KAUR BHINDER,INC,INC,0,Graduate,60,,,,False,False
2004,Punjab,Hoshiarpur,GEN,AVINASH RAI KHANNA,BJP,BJP,0,Graduate Professional,43,1623665,0,1623665,True,False
2004,Punjab,Hoshiarpur,GEN,AJEET SINGH PARMAR,SAMAJWADI JANATA PARTY (RASHTRIYA),Other parties,0,Graduate,35,175000,0,175000,False,False
2004,Punjab,Hoshiarpur,GEN,CHARANJIT SINGH CHANNI,BSP,BSP,0,Others,62,,,,False,False
2004,Punjab,Hoshiarpur,GEN,COMRADE DARSHAN SINGH MATTU,CPM,CPM,0,Graduate,50,3038500,130000,2908500,False,False
2004,Punjab,Hoshiarpur,GEN,KULDIP RAI,IND,Independent,0,Not Given,34,66500,0,66500,False,False
2004,Punjab,Jullundur,GEN,RANA GURJEET SINGH,INC,INC,0,10Th Pass,52,,,,True,False
2004,Punjab,Jullundur,GEN,DEVI DASS NAHAR,BSP,BSP,0,8Th Pass,49,426992,0,426992,False,False
2004,Punjab,Jullundur,GEN,NARESH GUJRAL,SAD,SAD,0,Graduate Professional,56,192876742,34116,192842626,False,False
2004,Punjab,Jullundur,GEN,VINAY JALANDHARI,IND,Independent,1,10Th Pass,43,76100,34000,42100,False,False
2004,Punjab,Ludhiana,GEN,SHARANJIT SINGH DHILLON,SAD,SAD,1,Graduate Professional,51,9842137,1176489,8665648,True,False
2004,Punjab,Ludhiana,GEN,BALWANT SINGH RAMOOWALIA,LBP,Other parties,0,Post Graduate,62,15299197,0,15299197,False,False
2004,Punjab,Ludhiana,GEN,MUNISH TEWARI,INC,INC,2,Graduate Professional,38,10842494,479251,10363243,False,False
2004,Punjab,Ludhiana,GEN,RABINDER SINGH SOHIL,BSP,BSP,0,Post Graduate,45,,,,False,False
2004,Punjab,Ludhiana,GEN,RASHPAL SINGH GILL,IND,Independent,0,Graduate,40,194000,250000,-56000,False,False
2004,Punjab,Patiala,GEN,PRENEET KAUR,INC,INC,0,Graduate,59,412867297,0,412867297,True,False
2004,Punjab,Patiala,GEN,GURNAM SINGH,SAD(A)(SIMRANJIT SINGH MANN),Other parties,0,5Th Pass,45,5850808,0,5850808,False,False
2004,Punjab,Patiala,GEN,HARGOPAL SINGH,BSP,BSP,0,10Th Pass,62,3415000,0,3415000,False,False
2004,Punjab,Patiala,GEN,KANWALJIT SINGH,SAD,SAD,0,Others,60,,,,False,False
2004,Punjab,Phillaur,GEN,CHARANJIT SINGH ATWAL,SAD,SAD,0,Graduate Professional,67,16469765,710013,15759752,True,False
2004,Punjab,Phillaur,GEN,HANS RAJ PABWAN,IND,Independent,0,Graduate,41,110000,0,110000,False,False
2004,Punjab,Phillaur,GEN,PAWAN KUMAR TINU,BSP,BSP,0,Post Graduate,38,,,,False,False
2004,Punjab,Phillaur,GEN,SANTOSH CHOWDHARY,INC,INC,0,Graduate Professional,62,9302573,0,9302573,False,False
2004,Punjab,Ropar,GEN,SUKHDEV SINGH LIBRA,SAD,SAD,0,10Th Pass,72,10332944,0,10332944,True,False
2004,Punjab,Ropar,GEN,BHAG SINGH,SAD(A)(SIMRANJIT SINGH MANN),Other parties,0,Not Given,62,5305176,13955,5291221,False,False
2004,Punjab,Ropar,GEN,MAAN SINGH MANHERA,BSP,BSP,0,Others,44,2120000,0,2120000,False,False
2004,Punjab,Ropar,GEN,SHAMSHER SINGH DULLO,INC,INC,0,Graduate Professional,56,,,,False,False
2004,Punjab,Sangrur,GEN,SUKHDEV SINGH DHINDSA,SAD,SAD,0,Graduate,67,13984341,0,13984341,True,False
2004,Punjab,Sangrur,GEN,ARVIND KHANNA,INC,INC,0,Others,37,65937649,5600000,60337649,False,False
2004,Punjab,Sangrur,GEN,MANGAT RAI BANSAL,BSP,BSP,1,8Th Pass,45,6737480,0,6737480,False,False
2004,Punjab,Sangrur,GEN,SIMRANJIT SINGH MANN,SAD(A)(SIMRANJIT SINGH MANN),Other parties,1,Graduate,59,,,,False,False
2004,Punjab,Tarn Taran,GEN,RATTAN SINGH,SAD,SAD,1,Graduate Professional,60,29516341,0,29516341,True,False
2004,Punjab,Tarn Taran,GEN,RAJWANT SINGH,BGTD,Other parties,0,Not Given,66,4000000,0,4000000,False,False
2004,Punjab,Tarn Taran,GEN,RAVEL SINGH,BSP,BSP,0,Others,60,,,,False,False
2004,Punjab,Tarn Taran,GEN,SUKHBINDER SINGH ( SUKH SARKARIA),INC,INC,1,Graduate,45,30786563,2500000,28286563,False,False
2004,Rajasthan,Ajmer,GEN,RASA SINGH RAWAT,BJP,BJP,0,Post Graduate,61,1471446,0,1471446,True,False
2004,Rajasthan,Ajmer,GEN,HAJI HABIBURREHAMAN,INC,INC,0,12Th Pass,49,2384936,0,2384936,False,False
2004,Rajasthan,Ajmer,GEN,K. P. SINGH,SP,SP,0,Graduate,40,4122500,0,4122500,False,False
2004,Rajasthan,Ajmer,GEN,PARAS CHATAR JAIN,BSP,BSP,0,12Th Pass,43,,,,False,False
2004,Rajasthan,Ajmer,GEN,RAM PAL KOLI,IND,Independent,0,12Th Pass,62,14135,0,14135,False,False
2004,Rajasthan,Ajmer,GEN,REKHRAJ FOUJI,IND,Independent,0,Literate,53,,,,False,False
2004,Rajasthan,Ajmer,GEN,SWAMI KRISHNANAND MAHARAJ,IND,Independent,0,Literate,47,50000,0,50000,False,False
2004,Rajasthan,Alwar,GEN,DR. KARAN SINGH YADAV,INC,INC,0,Post Graduate,59,4023529,1022864,3000665,True,False
2004,Rajasthan,Alwar,GEN,BAKSHA NAND BHARTI,SMSP,Other parties,0,Graduate Professional,38,101400,0,101400,False,False
2004,Rajasthan,Alwar,GEN,BHAI SHREE NATH GURJAR,BSP,BSP,0,12Th Pass,56,345000,0,345000,False,False
2004,Rajasthan,Alwar,GEN,CHANDRABHAN,INLD,Other parties,0,Post Graduate,35,,,,False,False
2004,Rajasthan,Alwar,GEN,LAXMAN SAINI,IND,Independent,0,10Th Pass,51,2649500,70000,2579500,False,False
2004,Rajasthan,Alwar,GEN,MAHANT CHANDNATH,BJP,BJP,1,Graduate,48,,,,False,False
2004,Rajasthan,Alwar,GEN,MANJUL KAUSHIK,SP,SP,0,Post Graduate,39,5292000,0,5292000,False,False
2004,Rajasthan,Alwar,GEN,MOOL CHAND,IND,Independent,0,Literate,72,15000,0,15000,False,False
2004,Rajasthan,Alwar,GEN,RAMESH CHAND,IND,Independent,0,Not Given,31,0,0,0,False,False
2004,Rajasthan,Alwar,GEN,SAGAR MAL,IND,Independent,0,Graduate Professional,45,1300862,0,1300862,False,False
2004,Rajasthan,Alwar,GEN,SUBHASH,IND,Independent,0,8Th Pass,37,,,,False,False
2004,Rajasthan,Banswara,GEN,DHAN SINGH RAWAT,BJP,BJP,2,Graduate Professional,37,1905788,250000,1655788,True,False
2004,Rajasthan,Banswara,GEN,BAHADUR SINGH,SP,SP,0,8Th Pass,56,1398750,0,1398750,False,False
2004,Rajasthan,Banswara,GEN,JEETMAL KHANT,JD(U),JD(U),0,Graduate,44,,,,False,False
2004,Rajasthan,Banswara,GEN,NANURAM KHANT,IND,Independent,0,Post Graduate,61,344000,0,344000,False,False
2004,Rajasthan,Banswara,GEN,PRABHULAL RAWAT,INC,INC,0,Literate,67,2113400,131632,1981768,False,False
2004,Rajasthan,Banswara,GEN,SUNDER LAL PARMAR,BSP,BSP,0,Graduate Professional,55,,,,False,False
2004,Rajasthan,Banswara,GEN,SURYALAL KHANT,IND,Independent,0,12Th Pass,43,96000,0,96000,False,False
2004,Rajasthan,Barmer,GEN,MANVENDRA SINGH,BJP,BJP,0,Post Graduate,40,4656839,73531,4583308,True,False
2004,Rajasthan,Barmer,GEN,ARJUN RAM,IND,Independent,0,Literate,31,469000,0,469000,False,False
2004,Rajasthan,Barmer,GEN,COL. SONA RAM CHOUDHARY,INC,INC,1,Graduate,59,15338450,0,15338450,False,False
2004,Rajasthan,Barmer,GEN,HASTIMAL DOSHI,INLD,Other parties,0,10Th Pass,51,,,,False,False
2004,Rajasthan,Barmer,GEN,SHARVAN KUMAR,BSP,BSP,0,10Th Pass,40,332000,105000,227000,False,False
2004,Rajasthan,Bayana,GEN,RAMSWAROOP KOLI,BJP,BJP,3,8Th Pass,39,,,,True,False
2004,Rajasthan,Bayana,GEN,JANKI DEVI KOLI,IND,Independent,0,Literate,39,330000,0,330000,False,False
2004,Rajasthan,Bayana,GEN,LAKHAN SINGH MOURYA (JATAV),RLD,RLD,0,Post Graduate,46,200000,0,200000,False,False
2004,Rajasthan,Bayana,GEN,LAKKHEERAM,IND,Independent,0,10Th Pass,32,,,,False,False
2004,Rajasthan,Bayana,GEN,MAHENDRA SINGH,INC,INC,0,Post Graduate,66,17695072,487773,17207299,False,False
2004,Rajasthan,Bayana,GEN,MOOL CHAND KOLI,IND,Independent,0,Literate,39,110361,0,110361,False,False
2004,Rajasthan,Bayana,GEN,SHAKUNTLA PADAM SINGH,BSP,BSP,0,Graduate,53,624500,0,624500,False,False
2004,Rajasthan,Bharatpur,GEN,VISHVENDRA SINGH,BJP,BJP,0,12Th Pass,41,87894237,525000,87369237,True,False
2004,Rajasthan,Bharatpur,GEN,DR. SAMUNDRA SINGH,IND,Independent,0,Not Given,66,1192000,75000,1117000,False,False
2004,Rajasthan,Bharatpur,GEN,JAIKAM DEEN,IND,Independent,0,Not Given,29,500000,0,500000,False,False
2004,Rajasthan,Bharatpur,GEN,KHURSHEED AHAMAD,SP,SP,0,10Th Pass,41,,,,False,False
2004,Rajasthan,Bharatpur,GEN,MANDLESHWAR SINGH,BSP,BSP,0,12Th Pass,71,22730470,1112071,21618399,False,False
2004,Rajasthan,Bharatpur,GEN,SHIV KUMAR SINGH,IND,Independent,0,Post Graduate,63,2715645,0,2715645,False,False
2004,Rajasthan,Bharatpur,GEN,VED PRAKASH,INC,INC,0,12Th Pass,49,,,,False,False
2004,Rajasthan,Bhilwara,GEN,VIJAYENDRAPAL SINGH,BJP,BJP,0,Graduate,55,23765671,250000,23515671,True,False
2004,Rajasthan,Bhilwara,GEN,KAILASH VYAS,INC,INC,0,Literate,52,5064300,660975,4403325,False,False
2004,Rajasthan,Bhilwara,GEN,MUBARIQ,IND,Independent,0,8Th Pass,30,159000,0,159000,False,False
